55.45,4.80
21.64,38.94
64.98,17.52
51.14,1.76
11.01,2.06
64.04,71.42
28.81,75.76
57.60,-7.35
24.39,57.98
-14.85,21.68
57.10,-17.52
54.33,35.53
11.61,19.66
-4.82,60.70
-18.10,21.84
18.36,20.65
60.18,0.63
60.20,51.81
38.29,-14.71
-8.51,19.11
48.57,15.85
78.65,-10.55
23.21,-0.37
1.52,-11.88
5.19,46.84
59.32,-4.14
5.60,-6.03
-13.09,29.99
0.15,-6.25
35.02,76.20
-6.14,3.30
-1.59,80.12
42.16,3.39
40.84,32.00
78.34,26.23
48.39,65.35
32.20,65.51
12.47,59.12
15.74,53.09
17.99,32.47
5.48,42.95
60.58,68.87
61.72,23.53
13.99,23.67
68.66,80.88
21.08,-8.27
80.13,75.96
-5.98,73.71
79.11,10.65
68.00,62.38
36.27,44.43
16.79,44.68
15.56,81.81
7.70,25.67
20.26,57.82
53.36,51.36
44.37,65.36
9.02,13.38
22.96,-12.61
13.43,-19.29
-0.95,12.91
17.42,49.18
1.33,7.06
34.36,71.35
69.40,17.09
14.50,-17.66
66.15,24.06
54.34,35.33
51.41,25.63
-8.11,64.65
22.45,16.36
36.32,6.49
-10.15,54.49
-4.54,71.20
31.07,23.01
65.86,51.42
4.33,-9.30
18.88,8.87
24.98,77.62
45.84,-11.87
-9.08,9.67
53.62,18.70
46.04,9.18
11.25,70.29
79.90,52.93
8.50,21.02
56.55,27.59
74.93,-3.53
17.67,-18.58
40.36,38.21
80.43,-13.14
74.31,63.60
36.97,-4.87
33.29,74.20
7.94,69.76
48.75,48.83
47.74,16.46
65.27,9.12
63.30,20.58
81.20,46.75
59.88,63.19
-8.00,-18.05
10.85,11.48
9.36,64.95
78.85,79.21
44.19,-5.44
65.67,-0.05
51.73,5.10
49.34,-14.25
61.42,23.03
2.58,-0.03
46.41,55.25
79.03,38.62
67.73,81.62
-18.47,48.30
58.78,23.09
65.49,20.36
37.90,74.44
76.76,60.80
8.08,46.39
-12.52,30.19
20.32,-20.32
3.70,-18.25
69.47,70.72
44.26,-5.16
56.32,38.15
-11.44,-13.55
69.69,47.50
63.40,-15.17
-11.36,48.59
49.60,-6.51
52.76,64.04
25.46,-15.83
40.23,2.11
82.12,-8.96
19.07,53.40
59.34,76.54
52.47,-5.78
75.29,26.58
22.05,31.18
79.73,75.52
31.37,61.86
10.66,-9.90
73.91,-10.06
12.02,65.77
70.52,-17.53
12.97,2.58
28.69,79.93
73.31,-7.81
9.10,56.89
62.78,7.37
56.15,75.31
64.15,17.28
4.11,60.23
18.94,-3.84
19.12,77.63
-10.04,-4.69
3.53,69.30
41.02,11.62
-6.08,15.39
23.48,27.17
80.55,34.92
47.42,82.00
6.14,79.63
63.41,51.56
-3.36,43.33
24.71,-7.63
9.32,55.61
-18.56,10.14
76.68,17.01
-5.76,13.23
54.00,53.13
-6.79,41.97
11.93,75.41
51.47,74.54
18.66,27.97
0.30,-13.81
55.82,39.72
23.38,0.14
44.75,70.44
49.01,9.25
62.44,66.59
-14.98,-17.05
-15.59,-1.08
45.94,37.23
49.87,58.27
59.97,66.86
8.55,19.22
40.31,69.23
-17.57,69.75
6.42,78.47
-2.31,-19.73
74.29,41.75
79.38,75.10
60.19,10.41
41.27,36.35
-11.42,67.35
-11.76,78.91
42.83,52.18
5.67,-10.68
57.09,39.61
36.50,43.13
76.24,32.17
50.86,73.27
15.77,-2.97
73.42,52.32
71.56,47.82
69.40,23.03
68.20,-13.56
-16.83,39.98
-16.57,58.82
22.97,-18.84
-8.02,12.48
76.63,-3.19
15.85,32.30
-16.08,17.48
82.07,-12.88
33.72,20.56
0.78,75.56
29.92,-12.30
-18.44,37.20
27.70,21.48
73.59,39.88
-7.16,4.19
77.52,37.04
58.52,48.94
20.09,-6.32
78.31,7.16
79.48,36.89
28.68,13.04
33.84,65.17
4.55,6.39
24.23,-3.81
-16.69,-9.69
-3.70,81.81
-19.35,-18.20
9.11,36.77
31.97,59.32
0.71,20.81
13.03,-13.65
42.77,59.94
16.50,16.84
8.40,6.25
33.31,59.59
48.99,27.54
16.45,46.58
-20.00,6.97
27.26,80.42
39.01,-13.32
45.56,68.49
37.43,76.73
3.68,74.62
56.12,-6.26
17.72,41.37
-15.67,4.06
14.28,28.20
62.12,58.91
61.15,26.12
53.16,24.99
8.98,77.54
56.84,68.65
-9.59,-7.27
66.97,32.18
68.15,22.88
76.07,4.75
16.46,77.29
55.58,69.47
81.13,33.91
56.80,69.44
5.78,44.04
-11.74,27.88
52.42,26.10
-3.96,7.86
-8.08,10.76
13.48,47.42
-10.63,30.43
69.84,33.88
38.76,-11.57
63.71,55.59
66.44,16.69
67.62,77.69
32.78,-11.68
68.62,82.44
75.65,3.50
63.78,78.01
65.33,52.80
12.18,14.71
9.20,-12.60
66.61,-14.28
1.65,20.86
17.67,1.75
67.26,30.68
45.60,81.03
74.08,-17.43
9.59,-18.53
66.27,49.38
8.40,42.76
21.87,40.20
70.87,52.06
24.07,76.10
-5.34,59.58
12.64,30.29
19.36,65.58
65.56,44.77
-10.85,41.77
28.36,-7.36
-8.71,-14.40
49.17,1.33
4.87,29.31
-9.88,25.60
-1.49,71.68
49.36,30.64
77.92,21.75
47.91,45.42
41.34,4.84
52.68,1.17
58.65,37.04
-10.70,9.65
-12.12,15.57
-11.24,58.06
59.10,19.47
5.73,57.62
22.09,81.71
-12.53,19.93
-10.77,57.82
41.11,46.29
-5.90,62.69
37.32,44.80
67.24,80.54
55.22,38.73
61.81,-18.84
46.04,65.50
35.92,20.67
68.90,78.62
69.74,40.92
13.06,6.74
-10.20,43.81
-4.92,0.53
28.03,64.76
60.39,65.33
31.57,-14.10
60.51,52.10
26.53,53.07
-3.31,-19.93
8.21,44.52
-7.98,30.64
53.28,50.03
50.62,43.02
41.73,-20.02
52.12,62.57
-2.47,21.88
-14.44,51.77
72.19,81.81
74.79,4.46
-13.62,-1.18
-7.92,61.23
6.31,10.01
78.04,-4.92
78.48,40.87
15.14,45.61
57.33,16.99
38.80,54.62
70.38,47.29
4.18,21.48
31.43,-7.73
-14.93,7.05
39.76,68.94
23.84,4.42
48.86,69.01
-13.17,25.61
22.00,25.05
30.55,79.72
38.58,25.10
65.34,15.75
10.98,10.91
22.62,6.60
60.21,16.19
52.66,71.56
81.37,-8.26
12.75,68.68
79.79,42.40
-10.07,-3.53
-4.15,21.33
48.89,51.02
81.05,20.00
41.74,66.02
13.81,51.74
74.12,49.68
3.45,10.47
-1.49,81.46
15.18,33.79
3.59,50.88
53.20,-11.05
49.92,76.69
80.52,-4.26
55.15,12.96
55.45,74.95
37.76,64.61
52.64,-1.41
57.84,20.22
78.10,19.04
19.04,22.77
19.99,72.45
-8.15,41.34
64.19,56.81
47.04,75.20
45.83,46.17
-6.63,34.72
58.52,14.16
-17.64,57.44
60.59,61.83
30.52,66.43
20.08,-2.23
71.51,72.94
56.76,5.49
61.82,59.08
55.68,70.87
80.68,6.25
61.51,9.47
47.30,66.84
13.34,62.05
-16.86,-1.44
80.26,65.47
-15.02,54.13
7.95,52.00
-18.44,14.60
-19.02,22.97
63.08,-12.09
28.45,23.44
62.22,68.36
65.63,16.30
33.64,31.14
41.65,8.73
59.27,41.00
36.89,51.96
54.95,72.29
-16.14,-8.72
39.90,13.23
-7.40,79.17
1.03,56.82
81.80,34.35
4.00,19.12
34.93,1.82
58.45,22.22
-6.87,76.36
34.56,22.71
3.71,58.39
64.16,-4.70
80.38,28.84
6.98,59.15
41.53,46.85
-16.94,-7.09
1.31,-9.46
31.79,22.23
63.05,79.33
13.15,42.56
42.58,28.41
49.19,-17.16
17.92,8.71
75.98,41.34
-15.87,21.47
55.75,-9.78
-11.67,-2.55
21.87,42.37
-2.61,75.63
49.02,40.00
61.70,-2.68
55.38,72.59
46.53,31.26
50.18,75.10
11.31,22.86
78.55,-1.91
-12.89,1.27
59.98,30.45
30.53,8.96
55.45,32.36
70.57,29.70
45.15,53.24
-3.10,46.55
-14.00,0.28
-10.72,13.49
26.47,51.93
31.97,4.02
11.85,77.38
35.99,72.83
10.50,37.43
25.84,77.93
80.50,74.46
30.29,41.84
-18.49,21.56
45.11,63.80
61.40,60.39
-13.31,16.20
-20.47,-3.24
25.28,24.39
64.65,44.78
28.76,0.91
-0.16,69.38
3.83,5.28
-16.06,-9.54
47.53,-12.37
7.69,50.95
14.70,64.47
66.05,-17.19
11.77,31.11
-2.98,42.25
26.06,14.68
27.82,56.59
66.13,51.51
82.31,39.64
-4.25,-2.21
23.65,-4.01
12.67,38.58
29.34,69.75
23.48,30.42
58.93,75.84
-16.02,25.15
14.13,-14.32
60.13,21.76
74.96,-19.41
18.61,26.06
49.04,44.99
9.71,-18.26
78.51,9.02
65.87,5.93
25.12,-19.77
8.20,21.46
48.04,-17.95
48.57,48.99
61.24,-5.23
49.44,-20.31
59.70,59.27
1.89,4.73
52.10,77.33
-19.06,73.64
70.36,5.05
69.98,14.76
-8.13,10.56
79.32,39.27
18.16,-12.15
37.87,46.42
77.79,-16.26
67.81,-9.99
34.08,-15.42
32.04,-17.22
61.99,-19.82
63.80,19.25
62.22,62.33
66.88,48.57
0.15,77.72
55.74,60.78
41.77,7.68
-18.49,31.38
20.54,67.07
34.66,-11.81
68.64,71.39
32.38,0.96
-18.33,55.42
57.79,35.28
7.47,40.34
0.05,26.86
-13.64,71.69
50.84,69.65
-13.90,-11.04
-9.07,68.15
76.96,60.88
67.60,-17.99
-6.69,-15.11
5.48,19.62
33.50,35.12
69.45,71.20
77.98,14.47
73.53,-4.19
21.12,-9.03
66.60,48.91
-15.99,0.19
80.81,41.77
-15.32,18.62
-18.11,27.35
79.50,38.70
-17.79,66.02
4.99,-9.93
6.50,50.58
-2.32,-20.46
11.16,18.91
73.95,5.27
65.76,79.27
43.86,15.48
-4.66,-16.06
5.18,-6.79
41.74,-9.15
44.89,8.66
45.47,27.39
31.61,50.46
-20.33,56.14
19.88,-4.94
75.47,-7.15
54.60,1.96
68.28,26.16
-17.83,51.09
51.44,80.69
71.19,61.81
10.98,-6.53
58.38,66.64
42.84,68.60
78.21,41.66
2.53,21.45
34.95,58.57
31.89,58.65
40.75,29.64
26.12,73.02
81.72,41.42
59.05,60.93
13.59,55.66
64.32,29.25
15.44,1.83
